age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,y
30.0,technician,married,secondary,no,33.0,yes,no,cellular,18.0,may,146.0,2.0,-1.0,0.0,unknown,no
26.0,blue-collar,single,primary,no,,yes,no,cellular,18.0,,827.0,2.0,-1.0,0.0,unknown,yes
35.0,admin.,single,,no,184.0,yes,no,cellular,18.0,may,181.0,2.0,-1.0,0.0,unknown,no
40.0,admin.,divorced,secondary,no,220.0,yes,no,cellular,,may,197.0,2.0,-1.0,0.0,unknown,no
44.0,technician,single,secondary,no,,yes,no,cellular,,may,9.0,4.0,341.0,19.0,failure,no
27.0,technician,married,secondary,no,267.0,yes,no,,18.0,may,166.0,4.0,-1.0,0.0,,no
,management,single,tertiary,no,264.0,yes,no,cellular,18.0,,36.0,,370.0,2.0,other,no
27.0,admin.,single,primary,,528.0,yes,yes,cellular,18.0,may,267.0,2.0,,2.0,failure,no
52.0,blue-collar,married,secondary,no,266.0,yes,,cellular,18.0,may,87.0,2.0,299.0,3.0,other,no
31.0,services,single,secondary,no,258.0,yes,no,cellular,18.0,may,409.0,3.0,-1.0,0.0,,no
34.0,technician,married,secondary,no,966.0,yes,no,cellular,18.0,may,16.0,4.0,273.0,7.0,other,no
35.0,blue-collar,divorced,secondary,no,164.0,yes,no,cellular,18.0,may,11.0,5.0,364.0,13.0,failure,no
57.0,services,divorced,primary,no,2225.0,yes,no,cellular,18.0,may,8.0,4.0,-1.0,0.0,unknown,no
27.0,blue-collar,single,secondary,no,240.0,yes,no,cellular,18.0,may,166.0,4.0,-1.0,0.0,unknown,no
38.0,admin.,single,secondary,no,,yes,no,cellular,18.0,may,9.0,2.0,178.0,3.0,failure,no
28.0,blue-collar,married,secondary,no,1072.0,,no,cellular,18.0,may,630.0,2.0,,4.0,other,no
30.0,admin.,married,secondary,no,2678.0,yes,no,,18.0,may,23.0,5.0,-1.0,0.0,unknown,no
35.0,admin.,married,secondary,no,,no,yes,cellular,18.0,may,,2.0,-1.0,0.0,unknown,no
23.0,student,single,secondary,no,234.0,yes,no,cellular,18.0,may,33.0,5.0,354.0,7.0,other,no
29.0,admin.,single,secondary,no,306.0,yes,no,cellular,,may,774.0,4.0,-1.0,0.0,unknown,yes
30.0,services,divorced,secondary,no,1336.0,yes,no,cellular,18.0,may,13.0,3.0,355.0,,failure,no
30.0,admin.,single,secondary,,3068.0,yes,no,cellular,18.0,may,227.0,2.0,-1.0,0.0,unknown,no
,,divorced,secondary,no,-1730.0,yes,yes,cellular,18.0,may,178.0,3.0,-1.0,0.0,unknown,no
54.0,retired,divorced,secondary,no,451.0,no,yes,cellular,18.0,,42.0,4.0,280.0,5.0,failure,no
34.0,technician,divorced,secondary,,17.0,yes,no,cellular,18.0,may,375.0,3.0,-1.0,0.0,unknown,no
28.0,technician,single,secondary,no,,no,no,telephone,18.0,may,40.0,8.0,349.0,6.0,failure,no
38.0,management,single,tertiary,no,2368.0,yes,no,cellular,18.0,may,241.0,3.0,-1.0,0.0,unknown,no
28.0,blue-collar,single,secondary,no,2528.0,yes,no,cellular,18.0,may,190.0,8.0,,0.0,unknown,no
30.0,management,single,tertiary,no,2017.0,yes,no,cellular,18.0,,,4.0,-1.0,0.0,unknown,no
,technician,single,secondary,,23.0,yes,no,cellular,18.0,may,69.0,2.0,333.0,2.0,failure,no
37.0,blue-collar,married,secondary,no,,yes,no,cellular,18.0,may,,5.0,-1.0,0.0,unknown,no
36.0,blue-collar,married,primary,no,106.0,yes,no,cellular,18.0,may,31.0,6.0,-1.0,0.0,unknown,no
35.0,blue-collar,single,,no,-295.0,yes,yes,cellular,18.0,may,,2.0,-1.0,0.0,unknown,no
27.0,blue-collar,single,secondary,no,2752.0,yes,no,,18.0,,165.0,2.0,,0.0,unknown,no
29.0,management,,tertiary,no,2637.0,yes,no,cellular,18.0,may,179.0,3.0,-1.0,0.0,unknown,no
30.0,technician,single,secondary,no,778.0,yes,no,cellular,18.0,may,22.0,2.0,346.0,2.0,failure,no
33.0,blue-collar,divorced,secondary,no,865.0,yes,no,cellular,18.0,may,158.0,2.0,-1.0,0.0,unknown,no
27.0,blue-collar,single,secondary,no,179.0,yes,no,cellular,18.0,,74.0,2.0,-1.0,0.0,unknown,no
43.0,services,single,secondary,no,-63.0,yes,no,cellular,18.0,may,92.0,3.0,374.0,1.0,other,no
35.0,management,single,tertiary,no,-292.0,yes,no,cellular,18.0,may,166.0,2.0,272.0,6.0,failure,no
23.0,blue-collar,single,secondary,no,668.0,yes,no,cellular,18.0,may,857.0,3.0,,0.0,unknown,no
40.0,technician,married,tertiary,no,,yes,no,cellular,18.0,may,368.0,2.0,-1.0,0.0,unknown,no
32.0,admin.,single,unknown,no,2692.0,yes,no,cellular,18.0,may,99.0,2.0,-1.0,0.0,unknown,no
25.0,,single,primary,no,292.0,yes,yes,cellular,18.0,may,,2.0,-1.0,0.0,unknown,yes
33.0,,single,secondary,no,-371.0,yes,yes,cellular,,may,221.0,2.0,350.0,4.0,other,no
24.0,services,single,,no,1299.0,yes,,,18.0,may,113.0,2.0,-1.0,0.0,unknown,no
25.0,blue-collar,single,secondary,no,320.0,yes,no,cellular,18.0,may,549.0,,-1.0,0.0,unknown,no
32.0,management,married,tertiary,no,1041.0,yes,no,cellular,18.0,may,577.0,2.0,-1.0,0.0,unknown,no
28.0,entrepreneur,single,tertiary,no,224.0,yes,no,cellular,18.0,,567.0,2.0,-1.0,0.0,unknown,no
27.0,unemployed,single,secondary,no,259.0,yes,no,cellular,18.0,may,12.0,,-1.0,0.0,unknown,no
,blue-collar,married,primary,no,1687.0,yes,no,cellular,18.0,may,14.0,3.0,178.0,3.0,other,no
56.0,,,secondary,no,95.0,yes,,cellular,,may,428.0,2.0,-1.0,0.0,unknown,no
40.0,technician,single,secondary,,191.0,yes,no,cellular,18.0,may,19.0,4.0,374.0,1.0,other,no
34.0,blue-collar,single,primary,no,4723.0,yes,no,cellular,,may,350.0,3.0,-1.0,0.0,unknown,no
29.0,entrepreneur,single,tertiary,no,219.0,yes,no,cellular,18.0,may,76.0,2.0,356.0,1.0,failure,no
30.0,retired,single,secondary,no,48.0,no,no,cellular,18.0,may,142.0,,300.0,1.0,other,no
34.0,management,single,tertiary,no,-578.0,yes,no,cellular,18.0,may,767.0,2.0,-1.0,0.0,unknown,yes
46.0,entrepreneur,divorced,tertiary,no,148.0,yes,no,cellular,18.0,may,61.0,3.0,,5.0,other,no
49.0,management,married,tertiary,no,,yes,no,cellular,18.0,may,68.0,2.0,-1.0,0.0,unknown,no
,blue-collar,married,secondary,no,139.0,yes,yes,cellular,18.0,may,732.0,2.0,291.0,5.0,failure,yes
,management,single,,no,103.0,yes,no,cellular,18.0,may,130.0,2.0,-1.0,0.0,unknown,no
32.0,technician,single,tertiary,no,2684.0,yes,no,cellular,18.0,may,,2.0,-1.0,0.0,unknown,yes
25.0,,,,no,127.0,yes,no,cellular,18.0,may,695.0,2.0,-1.0,0.0,unknown,no
31.0,technician,single,tertiary,no,-241.0,yes,no,cellular,18.0,may,333.0,2.0,355.0,1.0,,no
33.0,blue-collar,married,secondary,no,18.0,yes,no,cellular,18.0,may,312.0,3.0,-1.0,0.0,,no
33.0,technician,single,secondary,no,1279.0,yes,no,cellular,18.0,may,239.0,2.0,349.0,3.0,success,no
29.0,blue-collar,divorced,unknown,no,101.0,yes,no,cellular,18.0,may,295.0,2.0,355.0,4.0,failure,no
29.0,management,married,tertiary,no,318.0,yes,no,cellular,18.0,may,1434.0,,356.0,4.0,failure,no
37.0,admin.,single,secondary,no,16.0,no,no,cellular,18.0,may,488.0,5.0,336.0,2.0,failure,no
34.0,blue-collar,married,secondary,no,355.0,yes,no,cellular,18.0,may,189.0,3.0,348.0,3.0,failure,no
23.0,student,single,secondary,no,2530.0,yes,no,cellular,18.0,,194.0,3.0,364.0,3.0,other,no
34.0,management,married,tertiary,no,1657.0,yes,no,,18.0,may,566.0,2.0,356.0,4.0,failure,no
,services,single,,no,-32.0,yes,no,cellular,18.0,may,486.0,2.0,336.0,6.0,other,no
30.0,management,,tertiary,no,1814.0,yes,no,cellular,18.0,may,207.0,4.0,,0.0,unknown,no
37.0,blue-collar,married,,no,-83.0,yes,no,cellular,,may,179.0,4.0,-1.0,0.0,unknown,no
28.0,blue-collar,married,primary,no,519.0,yes,no,cellular,18.0,may,82.0,9.0,-1.0,0.0,unknown,no
22.0,student,,,no,110.0,yes,no,cellular,,may,237.0,2.0,-1.0,0.0,unknown,no
35.0,admin.,single,secondary,no,181.0,yes,no,cellular,18.0,may,217.0,4.0,301.0,1.0,failure,no
51.0,blue-collar,single,primary,no,55.0,yes,no,cellular,18.0,may,351.0,2.0,-1.0,0.0,unknown,no
33.0,management,single,secondary,no,219.0,yes,no,cellular,,may,19.0,4.0,-1.0,0.0,,no
27.0,entrepreneur,married,secondary,no,97.0,yes,yes,cellular,18.0,may,13.0,3.0,-1.0,0.0,unknown,no
29.0,blue-collar,married,secondary,no,1958.0,yes,no,cellular,18.0,may,112.0,4.0,349.0,1.0,failure,no
34.0,admin.,married,secondary,no,,yes,no,cellular,18.0,may,222.0,4.0,355.0,1.0,failure,no
59.0,retired,,primary,no,47.0,yes,no,telephone,18.0,may,110.0,,374.0,1.0,failure,no
35.0,management,single,tertiary,no,9336.0,yes,no,cellular,18.0,may,311.0,2.0,-1.0,0.0,unknown,no
27.0,blue-collar,single,secondary,no,294.0,yes,no,cellular,,may,466.0,,-1.0,0.0,unknown,no
26.0,blue-collar,single,secondary,no,-350.0,yes,no,,18.0,may,,3.0,329.0,3.0,failure,no
31.0,blue-collar,married,,no,512.0,yes,no,cellular,,may,,2.0,,0.0,unknown,no
39.0,blue-collar,divorced,primary,,815.0,yes,no,cellular,18.0,may,22.0,3.0,-1.0,0.0,unknown,no
,self-employed,married,secondary,,487.0,,no,telephone,18.0,may,54.0,2.0,279.0,4.0,failure,no
33.0,management,single,tertiary,no,1304.0,yes,no,cellular,18.0,may,536.0,2.0,-1.0,0.0,unknown,yes
38.0,blue-collar,married,primary,no,5643.0,yes,no,cellular,18.0,may,106.0,2.0,,1.0,failure,no
28.0,technician,single,secondary,no,-16.0,yes,no,cellular,18.0,,251.0,3.0,-1.0,0.0,unknown,no
45.0,admin.,single,secondary,no,2394.0,yes,yes,telephone,,may,895.0,12.0,-1.0,0.0,,no
30.0,blue-collar,single,secondary,no,,yes,no,,18.0,may,11.0,4.0,355.0,,other,no
45.0,admin.,,secondary,no,,no,yes,cellular,18.0,may,8.0,9.0,353.0,,,no
30.0,services,single,secondary,no,177.0,,no,cellular,18.0,may,187.0,4.0,356.0,2.0,other,no
30.0,services,married,secondary,no,1808.0,yes,no,cellular,18.0,may,83.0,2.0,-1.0,0.0,unknown,no
34.0,blue-collar,married,primary,no,-1.0,yes,no,cellular,18.0,may,1057.0,6.0,355.0,1.0,,yes
24.0,blue-collar,single,primary,no,174.0,yes,no,cellular,18.0,may,22.0,3.0,,0.0,unknown,no
,entrepreneur,married,secondary,no,246.0,yes,no,cellular,18.0,may,427.0,4.0,-1.0,0.0,unknown,no
29.0,management,divorced,,no,559.0,yes,no,cellular,18.0,may,6.0,4.0,-1.0,0.0,unknown,no
36.0,blue-collar,single,primary,no,90.0,yes,no,cellular,18.0,may,50.0,2.0,360.0,1.0,failure,no
48.0,,married,,no,5306.0,yes,no,,18.0,may,66.0,2.0,368.0,1.0,failure,no
32.0,blue-collar,married,unknown,no,1267.0,,no,cellular,18.0,may,66.0,2.0,-1.0,0.0,unknown,no
28.0,services,single,secondary,no,129.0,yes,no,,18.0,may,32.0,2.0,-1.0,0.0,unknown,no
56.0,blue-collar,married,secondary,,876.0,yes,no,telephone,18.0,may,93.0,2.0,-1.0,0.0,unknown,no
40.0,management,divorced,tertiary,no,-75.0,yes,no,,18.0,may,193.0,2.0,-1.0,0.0,unknown,no
47.0,services,married,secondary,no,49.0,yes,,cellular,18.0,may,250.0,4.0,-1.0,0.0,unknown,no
,blue-collar,single,secondary,no,57.0,yes,no,cellular,18.0,may,72.0,3.0,369.0,4.0,failure,no
29.0,admin.,single,secondary,no,596.0,yes,no,cellular,,may,172.0,2.0,346.0,6.0,failure,no
58.0,management,married,,no,76.0,yes,no,,18.0,may,54.0,4.0,-1.0,0.0,unknown,no
31.0,management,single,secondary,no,1310.0,yes,no,cellular,18.0,may,12.0,2.0,-1.0,,unknown,no
25.0,blue-collar,single,secondary,no,84.0,yes,no,cellular,18.0,may,6.0,,-1.0,0.0,unknown,no
29.0,management,married,,no,1387.0,yes,no,cellular,18.0,may,256.0,2.0,-1.0,0.0,unknown,yes
34.0,blue-collar,married,secondary,no,463.0,yes,no,cellular,18.0,may,11.0,11.0,360.0,4.0,failure,no
26.0,blue-collar,married,primary,no,172.0,yes,no,,18.0,may,410.0,3.0,354.0,3.0,failure,no
34.0,technician,married,secondary,no,118.0,,no,cellular,18.0,may,53.0,4.0,262.0,2.0,failure,no
24.0,technician,single,secondary,no,-156.0,yes,no,cellular,18.0,,4.0,2.0,-1.0,0.0,unknown,no
33.0,self-employed,single,secondary,no,136.0,yes,,cellular,18.0,may,30.0,2.0,336.0,13.0,,no
27.0,technician,,secondary,no,78.0,,yes,cellular,18.0,may,5.0,,-1.0,0.0,unknown,no
57.0,retired,married,primary,no,341.0,yes,no,telephone,18.0,may,27.0,10.0,-1.0,0.0,unknown,no
24.0,,single,secondary,no,-73.0,yes,no,cellular,18.0,may,7.0,2.0,-1.0,,unknown,no
28.0,admin.,single,primary,no,25.0,yes,no,cellular,18.0,may,296.0,2.0,-1.0,0.0,unknown,no
33.0,blue-collar,married,primary,no,-132.0,yes,yes,,18.0,may,170.0,6.0,-1.0,,unknown,no
30.0,blue-collar,single,secondary,no,583.0,no,no,cellular,18.0,may,453.0,2.0,-1.0,0.0,unknown,no
28.0,services,married,secondary,no,38.0,yes,no,cellular,18.0,may,16.0,5.0,355.0,3.0,other,no
34.0,blue-collar,single,primary,no,18.0,no,no,cellular,18.0,may,,4.0,360.0,3.0,other,no
39.0,technician,married,secondary,no,6.0,yes,no,cellular,,may,122.0,3.0,357.0,,failure,no
25.0,blue-collar,single,secondary,no,286.0,yes,no,cellular,18.0,may,663.0,2.0,-1.0,0.0,unknown,no
51.0,services,married,primary,no,636.0,yes,yes,telephone,,may,36.0,6.0,-1.0,0.0,unknown,no
24.0,blue-collar,single,secondary,no,-398.0,yes,no,cellular,18.0,may,14.0,3.0,355.0,4.0,other,no
29.0,blue-collar,married,secondary,no,97.0,yes,no,cellular,18.0,may,342.0,4.0,-1.0,0.0,unknown,no
32.0,blue-collar,single,unknown,no,258.0,yes,no,cellular,18.0,may,291.0,2.0,-1.0,,unknown,no
27.0,technician,married,tertiary,no,,yes,no,cellular,18.0,may,10.0,2.0,350.0,7.0,,no
22.0,services,married,secondary,no,817.0,,no,cellular,18.0,may,128.0,3.0,-1.0,0.0,unknown,no
24.0,admin.,single,secondary,no,843.0,yes,no,cellular,18.0,may,22.0,2.0,-1.0,0.0,unknown,no
32.0,admin.,divorced,secondary,yes,5.0,yes,yes,cellular,18.0,may,82.0,3.0,363.0,2.0,other,no
35.0,services,married,secondary,no,0.0,yes,no,cellular,18.0,may,146.0,2.0,-1.0,0.0,unknown,no
31.0,technician,married,secondary,no,-119.0,yes,no,cellular,18.0,may,9.0,5.0,-1.0,0.0,unknown,no
31.0,entrepreneur,married,,no,-98.0,yes,no,cellular,,may,9.0,3.0,362.0,,failure,no
31.0,admin.,single,secondary,no,-422.0,yes,no,cellular,18.0,may,64.0,2.0,329.0,15.0,,no
32.0,technician,married,secondary,,580.0,yes,no,,18.0,may,8.0,4.0,279.0,2.0,other,no
30.0,blue-collar,,primary,no,-258.0,yes,no,cellular,18.0,may,18.0,2.0,-1.0,0.0,unknown,no
40.0,services,married,secondary,no,664.0,yes,yes,cellular,,may,,5.0,-1.0,0.0,,no
28.0,admin.,married,secondary,no,576.0,yes,yes,cellular,18.0,may,20.0,6.0,-1.0,0.0,unknown,no
31.0,unemployed,single,secondary,no,500.0,yes,no,cellular,18.0,may,184.0,,350.0,2.0,failure,no
31.0,blue-collar,single,primary,no,342.0,yes,no,cellular,,may,284.0,2.0,-1.0,0.0,unknown,no
,blue-collar,married,secondary,no,503.0,yes,yes,cellular,18.0,,24.0,2.0,-1.0,0.0,unknown,no
28.0,,single,tertiary,no,426.0,no,no,cellular,18.0,may,11.0,4.0,355.0,,other,no
27.0,technician,,secondary,no,155.0,yes,no,cellular,18.0,may,26.0,4.0,,0.0,unknown,no
24.0,,single,secondary,no,69.0,yes,,cellular,18.0,may,35.0,3.0,-1.0,,unknown,no
32.0,admin.,single,,no,902.0,yes,no,cellular,18.0,may,50.0,7.0,-1.0,0.0,unknown,no
49.0,admin.,married,secondary,no,880.0,yes,yes,cellular,18.0,may,22.0,3.0,-1.0,0.0,unknown,no
,technician,single,secondary,no,1842.0,yes,yes,cellular,18.0,,687.0,2.0,300.0,1.0,failure,no
24.0,services,married,secondary,no,,,no,cellular,18.0,may,,4.0,-1.0,0.0,unknown,no
35.0,technician,married,secondary,no,-706.0,yes,yes,cellular,18.0,may,44.0,2.0,,0.0,,no
28.0,self-employed,married,secondary,no,-522.0,yes,yes,,18.0,may,638.0,2.0,-1.0,0.0,unknown,yes
,blue-collar,married,primary,no,592.0,yes,no,cellular,,may,80.0,3.0,350.0,2.0,failure,no
29.0,blue-collar,single,secondary,no,1472.0,no,no,cellular,18.0,,,2.0,-1.0,,unknown,no
57.0,services,married,secondary,no,668.0,yes,yes,telephone,,may,12.0,5.0,-1.0,0.0,unknown,no
47.0,admin.,married,secondary,no,-121.0,yes,yes,cellular,18.0,may,167.0,4.0,314.0,4.0,,no
36.0,blue-collar,,secondary,no,-173.0,yes,no,cellular,18.0,may,197.0,3.0,,0.0,unknown,no
49.0,admin.,single,secondary,no,,yes,no,cellular,18.0,may,126.0,2.0,355.0,1.0,failure,no
24.0,,single,secondary,no,5482.0,yes,no,cellular,18.0,,424.0,,-1.0,0.0,unknown,no
37.0,management,single,tertiary,,10269.0,yes,,cellular,18.0,may,28.0,2.0,,0.0,unknown,no
32.0,technician,,secondary,no,-472.0,yes,yes,cellular,18.0,may,121.0,2.0,-1.0,0.0,unknown,no
40.0,management,married,tertiary,no,198.0,yes,no,cellular,18.0,may,214.0,,364.0,8.0,failure,no
26.0,admin.,single,secondary,no,483.0,yes,no,cellular,18.0,,305.0,,-1.0,0.0,unknown,no
33.0,self-employed,married,secondary,no,711.0,yes,no,cellular,18.0,may,90.0,,-1.0,0.0,unknown,no
22.0,services,single,secondary,no,236.0,yes,no,cellular,,may,236.0,2.0,-1.0,0.0,unknown,no
32.0,blue-collar,single,secondary,no,135.0,yes,no,cellular,18.0,may,232.0,2.0,,0.0,unknown,no
37.0,admin.,single,secondary,no,176.0,yes,,cellular,18.0,may,80.0,2.0,-1.0,,unknown,no
24.0,blue-collar,single,secondary,no,1421.0,yes,no,cellular,18.0,may,209.0,2.0,-1.0,0.0,unknown,no
33.0,management,single,secondary,no,2955.0,yes,no,cellular,18.0,may,178.0,2.0,-1.0,0.0,,no
26.0,blue-collar,single,,no,23.0,yes,,cellular,18.0,may,11.0,6.0,367.0,1.0,other,no
28.0,blue-collar,,primary,no,426.0,yes,no,cellular,18.0,may,953.0,3.0,-1.0,0.0,unknown,no
24.0,student,single,secondary,no,508.0,yes,no,telephone,18.0,may,12.0,3.0,374.0,1.0,other,no
46.0,services,,primary,no,116.0,yes,no,cellular,18.0,,267.0,4.0,341.0,3.0,failure,no
32.0,technician,,,no,-301.0,yes,no,cellular,18.0,may,176.0,,-1.0,0.0,unknown,no
32.0,self-employed,single,secondary,,518.0,yes,no,cellular,18.0,may,34.0,7.0,-1.0,0.0,unknown,no
33.0,,single,secondary,no,-363.0,yes,no,cellular,18.0,may,214.0,2.0,,0.0,unknown,no
48.0,blue-collar,divorced,secondary,no,-314.0,yes,no,cellular,18.0,may,7.0,,,0.0,unknown,no
30.0,admin.,single,secondary,no,2.0,yes,no,telephone,18.0,may,56.0,9.0,-1.0,0.0,unknown,no
30.0,blue-collar,single,secondary,no,1837.0,yes,no,cellular,18.0,may,109.0,2.0,-1.0,0.0,unknown,no
35.0,technician,single,secondary,no,-196.0,yes,no,cellular,18.0,may,45.0,2.0,-1.0,0.0,unknown,no
35.0,technician,single,secondary,no,225.0,yes,no,cellular,18.0,,7.0,5.0,-1.0,0.0,unknown,no
,technician,single,secondary,no,-242.0,yes,no,cellular,18.0,may,1173.0,3.0,278.0,,success,yes
,blue-collar,married,primary,no,79.0,yes,no,cellular,18.0,,27.0,4.0,356.0,2.0,failure,no
38.0,management,divorced,tertiary,no,-199.0,yes,no,cellular,18.0,may,15.0,3.0,-1.0,0.0,unknown,no
23.0,services,single,secondary,no,1393.0,yes,yes,cellular,18.0,may,42.0,8.0,-1.0,0.0,unknown,no
27.0,technician,single,secondary,no,292.0,yes,no,telephone,18.0,may,45.0,4.0,-1.0,0.0,unknown,no
,blue-collar,married,primary,no,1548.0,yes,yes,cellular,18.0,may,226.0,2.0,-1.0,0.0,unknown,no
25.0,services,married,secondary,no,121.0,yes,no,cellular,18.0,may,,3.0,356.0,3.0,other,no
24.0,services,single,secondary,yes,-1414.0,yes,yes,cellular,18.0,may,171.0,2.0,-1.0,0.0,unknown,no
31.0,blue-collar,single,secondary,no,1124.0,yes,no,cellular,18.0,,82.0,4.0,-1.0,0.0,unknown,no
37.0,blue-collar,married,unknown,no,-118.0,yes,no,cellular,18.0,may,21.0,2.0,-1.0,0.0,unknown,no
29.0,,single,tertiary,no,722.0,yes,no,telephone,18.0,may,81.0,,-1.0,0.0,,no
35.0,services,single,,no,719.0,yes,no,cellular,18.0,may,1359.0,3.0,368.0,3.0,failure,yes
43.0,services,married,tertiary,no,,yes,no,cellular,18.0,may,715.0,6.0,,0.0,unknown,no
31.0,blue-collar,single,secondary,no,707.0,yes,no,cellular,18.0,may,52.0,2.0,-1.0,0.0,unknown,no
42.0,services,married,secondary,no,1165.0,yes,,cellular,,may,485.0,6.0,-1.0,0.0,unknown,no
38.0,technician,married,secondary,,976.0,yes,no,cellular,18.0,may,32.0,8.0,308.0,3.0,success,no
26.0,admin.,single,secondary,no,236.0,yes,yes,cellular,18.0,may,8.0,2.0,-1.0,0.0,unknown,no
27.0,student,single,secondary,no,568.0,yes,no,cellular,18.0,may,28.0,6.0,-1.0,0.0,unknown,no
28.0,admin.,single,,no,0.0,yes,yes,cellular,18.0,may,390.0,5.0,-1.0,0.0,,yes
38.0,services,divorced,secondary,no,710.0,yes,no,,18.0,may,1880.0,2.0,-1.0,0.0,unknown,no
29.0,unemployed,single,tertiary,no,,yes,no,cellular,18.0,may,642.0,3.0,298.0,6.0,success,yes
20.0,blue-collar,single,secondary,no,76.0,yes,no,cellular,18.0,may,639.0,2.0,-1.0,0.0,unknown,yes
28.0,blue-collar,married,,no,1113.0,yes,no,,22.0,,135.0,1.0,108.0,2.0,other,no
,management,,tertiary,no,6651.0,no,no,cellular,22.0,may,114.0,1.0,60.0,1.0,failure,no
42.0,blue-collar,married,secondary,no,366.0,yes,no,cellular,22.0,may,324.0,1.0,106.0,1.0,failure,yes
,admin.,divorced,secondary,no,397.0,yes,yes,cellular,22.0,may,582.0,,95.0,2.0,success,yes
31.0,services,single,secondary,no,2252.0,no,,cellular,22.0,may,394.0,1.0,-1.0,0.0,,no
,management,married,tertiary,no,3723.0,no,no,cellular,,may,354.0,1.0,-1.0,,unknown,yes
58.0,management,divorced,tertiary,no,4256.0,no,no,cellular,22.0,may,121.0,1.0,-1.0,0.0,unknown,no
32.0,technician,,tertiary,no,1625.0,no,no,cellular,22.0,may,796.0,1.0,109.0,1.0,failure,yes
27.0,student,single,secondary,,1925.0,no,no,cellular,22.0,may,190.0,1.0,-1.0,0.0,unknown,no
59.0,admin.,married,secondary,no,106.0,no,no,cellular,22.0,may,186.0,1.0,-1.0,0.0,unknown,yes
45.0,blue-collar,married,secondary,,603.0,no,no,cellular,22.0,may,204.0,1.0,-1.0,0.0,unknown,no
31.0,management,single,tertiary,,12607.0,no,no,,22.0,may,150.0,1.0,-1.0,0.0,unknown,no
45.0,admin.,married,,no,6971.0,no,no,cellular,22.0,may,119.0,1.0,-1.0,0.0,unknown,no
24.0,management,single,tertiary,no,3197.0,no,no,cellular,22.0,may,172.0,1.0,-1.0,0.0,unknown,no
33.0,management,married,,no,81.0,yes,no,cellular,22.0,may,104.0,1.0,186.0,1.0,failure,no
,management,single,tertiary,no,377.0,no,no,cellular,22.0,,91.0,1.0,-1.0,0.0,unknown,no
39.0,management,married,secondary,no,18.0,yes,no,,22.0,may,230.0,1.0,-1.0,0.0,unknown,no
38.0,self-employed,married,secondary,no,8094.0,no,no,,22.0,may,94.0,7.0,-1.0,0.0,unknown,no
30.0,management,,tertiary,no,877.0,no,no,cellular,,may,122.0,2.0,108.0,3.0,failure,no
54.0,technician,married,tertiary,no,,yes,no,cellular,,may,89.0,1.0,-1.0,0.0,,no
36.0,technician,single,,no,54.0,no,no,cellular,22.0,,563.0,1.0,-1.0,0.0,unknown,no
55.0,management,married,unknown,no,1504.0,yes,no,cellular,22.0,may,,2.0,-1.0,0.0,unknown,yes
39.0,technician,married,secondary,no,2266.0,no,no,,22.0,may,86.0,1.0,93.0,4.0,success,no
43.0,unemployed,single,unknown,no,,yes,no,cellular,22.0,may,680.0,1.0,95.0,1.0,failure,no
36.0,management,single,tertiary,no,490.0,no,no,cellular,22.0,may,72.0,1.0,-1.0,0.0,unknown,no
29.0,management,single,tertiary,no,265.0,no,no,cellular,22.0,may,491.0,1.0,-1.0,,unknown,yes
37.0,admin.,,secondary,no,1314.0,yes,no,cellular,22.0,may,74.0,1.0,14.0,9.0,failure,no
49.0,unemployed,married,tertiary,no,377.0,no,no,cellular,22.0,may,158.0,1.0,59.0,2.0,failure,no
37.0,,married,secondary,no,1543.0,yes,no,cellular,22.0,may,298.0,1.0,10.0,6.0,,yes
59.0,management,married,tertiary,no,2239.0,,no,cellular,22.0,may,431.0,1.0,-1.0,0.0,unknown,yes
47.0,technician,married,secondary,no,3519.0,no,yes,telephone,22.0,may,152.0,1.0,-1.0,,unknown,no
51.0,management,married,,no,,yes,no,cellular,22.0,may,168.0,1.0,-1.0,,unknown,no
36.0,blue-collar,single,secondary,no,507.0,yes,no,cellular,22.0,may,210.0,1.0,-1.0,0.0,unknown,no
,technician,divorced,secondary,no,1977.0,yes,no,cellular,,may,449.0,1.0,-1.0,0.0,unknown,yes
34.0,admin.,married,tertiary,,10.0,no,no,cellular,,may,81.0,,-1.0,0.0,,no
59.0,management,divorced,tertiary,yes,0.0,no,no,cellular,22.0,may,239.0,1.0,-1.0,0.0,unknown,no
31.0,services,single,secondary,no,658.0,no,no,cellular,22.0,may,100.0,1.0,-1.0,0.0,unknown,no
28.0,student,single,secondary,no,5916.0,no,no,cellular,22.0,may,259.0,1.0,63.0,5.0,failure,no
39.0,management,single,tertiary,no,0.0,yes,no,cellular,22.0,may,271.0,1.0,93.0,3.0,success,yes
58.0,retired,divorced,primary,no,,,no,telephone,22.0,may,250.0,1.0,94.0,4.0,,no
59.0,services,single,secondary,no,0.0,no,no,cellular,22.0,may,320.0,1.0,-1.0,0.0,unknown,no
58.0,retired,divorced,,no,,yes,no,,22.0,may,807.0,1.0,310.0,,other,no
60.0,blue-collar,married,secondary,no,576.0,no,no,cellular,22.0,may,190.0,1.0,-1.0,0.0,,no
33.0,student,single,unknown,no,86.0,no,no,,,may,136.0,1.0,-1.0,0.0,unknown,no
43.0,services,married,secondary,no,2145.0,no,no,cellular,22.0,may,271.0,1.0,183.0,3.0,failure,yes
